task	model	srho_mean	srho_sd	srho_min	2021_dataset	2022_dataset	dim_red	n_modalities	feature_set
task_32	rf	0.348	0.123	0.261	0.435	0.261	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.08	0.149	-0.026	-0.026	0.185	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.068	0.132	-0.026	-0.026	0.161	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.228	0.272	0.036	0.421	0.036	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.133	0.083	0.075	0.075	0.192	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_32	lasso	0.134	0.082	0.075	0.075	0.192	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_32	rf	0.073	0.184	-0.057	0.203	-0.057	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_32	elnet	0.196	0.002	0.195	0.198	0.195	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_32	lasso	0.183	0.012	0.175	0.175	0.192	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_32	rf	0.167	0.198	0.027	0.308	0.027	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_32	elnet	0.2	0.007	0.195	0.205	0.195	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.169	0.032	0.146	0.146	0.192	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.107	0.385	-0.165	0.379	-0.165	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.191	0.005	0.187	0.187	0.195	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.183	0.012	0.175	0.175	0.192	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.11	0.346	-0.135	0.355	-0.135	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.252	0.195	0.114	0.39	0.114	pca	4	plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_32	lasso	0.295	0.227	0.135	0.455	0.135	pca	4	plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_32	rf	0.297	0.152	0.19	0.405	0.19	pca	4	plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_32	elnet	0.048	0.101	-0.023	-0.023	0.119	pca	5	plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.066	0.126	-0.023	-0.023	0.155	pca	5	plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.153	0.367	-0.106	0.413	-0.106	pca	5	plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.072	0.135	-0.023	-0.023	0.168	pca	4	plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.094	0.166	-0.023	-0.023	0.212	pca	4	plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.233	0.216	0.081	0.385	0.081	pca	4	plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.095	0.141	-0.005	-0.005	0.195	none	3	plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_32	lasso	0.076	0.134	-0.019	-0.019	0.17	none	3	plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_32	rf	0.042	0.21	-0.106	0.191	-0.106	none	3	plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_32	elnet	-0.011	0.282	-0.211	-0.211	0.188	none	4	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_32	lasso	0.023	0.373	-0.24	-0.24	0.287	none	4	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_32	rf	-0.196	0.429	-0.5	0.107	-0.5	none	4	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_32	elnet	-0.168	0.007	-0.173	-0.163	-0.173	none	5	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_32	lasso	-0.009	0.266	-0.198	-0.198	0.179	none	5	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_32	rf	-0.303	0.525	-0.674	0.069	-0.674	none	5	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_32	elnet	0.095	0.331	-0.139	0.33	-0.139	none	6	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_32	lasso	0.294	0.153	0.186	0.402	0.186	none	6	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_32	rf	-0.252	0.453	-0.572	0.069	-0.572	none	6	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_32	elnet	-0.228	0.005	-0.232	-0.232	-0.224	none	5	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_32	lasso	-0.041	0.289	-0.245	-0.245	0.164	none	5	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_32	rf	-0.261	0.478	-0.598	0.077	-0.598	none	5	plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_32	elnet	0.166	0.024	0.149	0.183	0.149	none	4	plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_32	lasso	0.15	0.041	0.121	0.121	0.179	none	4	plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_32	rf	0.041	0.104	-0.033	0.114	-0.033	none	4	plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_32	elnet	0.17	0.007	0.165	0.175	0.165	none	5	plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_32	lasso	0.066	0.127	-0.023	-0.023	0.156	none	5	plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_32	rf	0.083	0.202	-0.06	0.226	-0.06	none	5	plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_32	elnet	0.061	0.119	-0.023	-0.023	0.144	none	4	plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_32	lasso	0.058	0.114	-0.023	-0.023	0.138	none	4	plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_32	rf	0.064	0.258	-0.119	0.246	-0.119	none	4	plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_32	elnet	0.314	0.048	0.28	0.348	0.28	pca	3	plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_32	lasso	0.145	0.158	0.033	0.033	0.257	pca	3	plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_32	rf	0.141	0.09	0.077	0.204	0.077	pca	3	plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_32	elnet	0.119	0.154	0.01	0.228	0.01	pca	4	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_32	lasso	0.07	0.091	0.005	0.134	0.005	pca	4	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_32	rf	0.186	0.123	0.099	0.273	0.099	pca	4	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_32	elnet	0.156	0.176	0.032	0.28	0.032	pca	5	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_32	lasso	0.169	0.188	0.036	0.302	0.036	pca	5	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_32	rf	0.185	0.137	0.089	0.282	0.089	pca	5	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_32	elnet	0.145	0.15	0.039	0.25	0.039	pca	6	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.184	0.163	0.068	0.3	0.068	pca	6	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.125	0.206	-0.021	0.271	-0.021	pca	6	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.15	0.154	0.041	0.259	0.041	pca	5	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.169	0.107	0.093	0.244	0.093	pca	5	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.062	0.233	-0.102	0.227	-0.102	pca	5	plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.165	0.133	0.071	0.258	0.071	pca	4	plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_32	lasso	0.147	0.119	0.063	0.231	0.063	pca	4	plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_32	rf	0.141	0.088	0.078	0.203	0.078	pca	4	plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_32	elnet	0.097	0.005	0.093	0.101	0.093	pca	5	plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.106	0.011	0.098	0.114	0.098	pca	5	plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.097	0.109	0.019	0.174	0.019	pca	5	plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.104	0.013	0.094	0.094	0.113	pca	4	plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.045	0.096	-0.024	-0.024	0.113	pca	4	plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.095	0.179	-0.032	0.222	-0.032	pca	4	plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	-0.1	0.31	-0.319	-0.319	0.119	none	3	plasma_cytokine_concentration_by_olink+metadata+baseline
task_32	lasso	-0.019	0.196	-0.158	-0.158	0.119	none	3	plasma_cytokine_concentration_by_olink+metadata+baseline
task_32	rf	-0.169	0.3	-0.381	0.043	-0.381	none	3	plasma_cytokine_concentration_by_olink+metadata+baseline
task_32	elnet	-0.007	0.281	-0.206	-0.206	0.192	none	4	plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_32	lasso	-0.032	0.316	-0.255	-0.255	0.192	none	4	plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_32	rf	-0.153	0.436	-0.461	0.155	-0.461	none	4	plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_32	elnet	-0.019	0.298	-0.23	-0.23	0.192	none	5	plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_32	lasso	-0.027	0.309	-0.245	-0.245	0.192	none	5	plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_32	rf	-0.202	0.428	-0.505	0.101	-0.505	none	5	plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_32	elnet	0.001	0.27	-0.19	-0.19	0.192	none	4	plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_32	lasso	-0.028	0.311	-0.248	-0.248	0.192	none	4	plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_32	rf	-0.202	0.425	-0.503	0.098	-0.503	none	4	plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_32	elnet	0.225	0.15	0.119	0.331	0.119	pca	3	plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_32	lasso	0.22	0.142	0.119	0.32	0.119	pca	3	plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_32	rf	0.002	0.388	-0.272	0.277	-0.272	pca	3	plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_32	elnet	0.277	0.121	0.192	0.363	0.192	pca	4	plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_32	lasso	0.269	0.11	0.192	0.347	0.192	pca	4	plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_32	rf	0.057	0.292	-0.149	0.263	-0.149	pca	4	plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_32	elnet	0.253	0.082	0.195	0.311	0.195	pca	5	plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.207	0.022	0.192	0.223	0.192	pca	5	plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.022	0.268	-0.168	0.212	-0.168	pca	5	plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.211	0.027	0.192	0.23	0.192	pca	4	plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.194	0.003	0.192	0.196	0.192	pca	4	plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	0.267	0.084	0.208	0.326	0.208	pca	4	plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.168	0.12	0.083	0.253	0.083	none	3	t_cell_activation+metadata+baseline
task_32	lasso	0.121	0.054	0.083	0.16	0.083	none	3	t_cell_activation+metadata+baseline
task_32	rf	0.267	0.062	0.223	0.223	0.311	none	3	t_cell_activation+metadata+baseline
task_32	elnet	0.202	0.044	0.17	0.233	0.17	none	4	t_cell_activation+t_cell_polarization+metadata+baseline
task_32	lasso	0.182	0.018	0.169	0.194	0.169	none	4	t_cell_activation+t_cell_polarization+metadata+baseline
task_32	rf	0.187	0.08	0.13	0.243	0.13	none	4	t_cell_activation+t_cell_polarization+metadata+baseline
task_32	elnet	0.241	0.053	0.203	0.278	0.203	pca	3	t_cell_activation_pca+metadata+baseline
task_32	lasso	0.256	0.026	0.238	0.274	0.238	pca	3	t_cell_activation_pca+metadata+baseline
task_32	rf	0.241	0.006	0.236	0.236	0.245	pca	3	t_cell_activation_pca+metadata+baseline
task_32	elnet	0.19	0.043	0.16	0.221	0.16	pca	4	t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.221	0.041	0.192	0.25	0.192	pca	4	t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	rf	-0.002	0.221	-0.158	0.154	-0.158	pca	4	t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_32	elnet	0.107	0.238	-0.062	-0.062	0.275	none	3	t_cell_polarization+metadata+baseline
task_32	lasso	0.103	0.244	-0.069	-0.069	0.275	none	3	t_cell_polarization+metadata+baseline
task_32	rf	-0.096	0.301	-0.309	0.117	-0.309	none	3	t_cell_polarization+metadata+baseline
task_32	elnet	0.123	0.215	-0.029	-0.029	0.275	pca	3	t_cell_polarization_pca+metadata+baseline
task_32	lasso	0.103	0.244	-0.069	-0.069	0.275	pca	3	t_cell_polarization_pca+metadata+baseline
task_32	rf	-0.069	0.314	-0.291	0.153	-0.291	pca	3	t_cell_polarization_pca+metadata+baseline
task_41	baseline	0.643	0.134	0.548	0.548	0.737	none	1	baseline
task_41	elnet	0.019	0.037	-0.007	-0.007	0.046	none	1	metadata
task_41	lasso	0.019	0.037	-0.007	-0.007	0.046	none	1	metadata
task_41	rf	0.107	0.036	0.082	0.082	0.132	none	1	metadata
task_41	elnet	0.473	0.104	0.4	0.4	0.547	none	2	metadata+baseline
task_41	lasso	0.519	0.15	0.413	0.413	0.625	none	2	metadata+baseline
task_41	rf	0.501	0.063	0.456	0.545	0.456	none	2	metadata+baseline
task_41	elnet	0.64	0.031	0.618	0.618	0.662	none	3	pbmc_cell_frequency+metadata+baseline
task_41	lasso	0.678	0.085	0.618	0.618	0.737	none	3	pbmc_cell_frequency+metadata+baseline
task_41	rf	0.594	0.078	0.538	0.649	0.538	none	3	pbmc_cell_frequency+metadata+baseline
task_41	elnet	0.523	0.303	0.309	0.309	0.737	none	4	pbmc_cell_frequency+pbmc_gene_expression+metadata+baseline
task_41	lasso	0.531	0.292	0.324	0.324	0.737	none	4	pbmc_cell_frequency+pbmc_gene_expression+metadata+baseline
task_41	rf	0.336	0.071	0.285	0.386	0.285	none	4	pbmc_cell_frequency+pbmc_gene_expression+metadata+baseline
task_41	elnet	0.329	0.029	0.309	0.309	0.35	none	5	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+metadata+baseline
task_41	lasso	0.321	0.005	0.318	0.324	0.318	none	5	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+metadata+baseline
task_41	rf	0.395	0.035	0.371	0.419	0.371	none	5	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+metadata+baseline
task_41	elnet	0.356	0.062	0.312	0.312	0.4	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_41	lasso	0.343	0.01	0.335	0.335	0.35	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_41	rf	0.331	0.173	0.209	0.454	0.209	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_41	elnet	0.37	0.042	0.341	0.341	0.4	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	lasso	0.251	0.14	0.152	0.152	0.35	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	rf	0.353	0.062	0.309	0.397	0.309	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	elnet	0.433	0.065	0.387	0.387	0.479	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	lasso	0.362	0.089	0.299	0.299	0.425	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	rf	0.287	0.188	0.154	0.42	0.154	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	elnet	0.406	0.011	0.398	0.398	0.414	none	9	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	lasso	0.326	0.038	0.299	0.299	0.354	none	9	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	0.329	0.116	0.246	0.411	0.246	none	9	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	elnet	0.346	0.001	0.345	0.345	0.347	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	lasso	0.329	0.008	0.324	0.335	0.324	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	rf	0.352	0.053	0.315	0.389	0.315	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	elnet	0.497	0.025	0.479	0.515	0.479	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_41	lasso	0.362	0.089	0.299	0.299	0.425	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_41	rf	0.347	0.031	0.325	0.368	0.325	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_41	elnet	0.464	0.071	0.414	0.515	0.414	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	lasso	0.326	0.038	0.299	0.299	0.354	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	0.357	0.086	0.296	0.418	0.296	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	elnet	0.33	0.025	0.312	0.312	0.347	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_41	lasso	0.329	0.008	0.324	0.335	0.324	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_41	rf	0.342	0.093	0.276	0.408	0.276	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_41	elnet	0.351	0.002	0.35	0.352	0.35	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	lasso	0.321	0.005	0.318	0.324	0.318	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	rf	0.326	0.12	0.241	0.411	0.241	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	elnet	0.348	0.006	0.344	0.352	0.344	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	lasso	0.321	0.005	0.318	0.324	0.318	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	rf	0.339	0.117	0.256	0.421	0.256	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	elnet	0.32	0.045	0.288	0.352	0.288	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	lasso	0.216	0.152	0.109	0.324	0.109	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	0.321	0.071	0.271	0.371	0.271	none	8	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	elnet	0.332	0.029	0.312	0.352	0.312	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	lasso	0.24	0.119	0.156	0.324	0.156	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	rf	0.366	0.006	0.362	0.371	0.362	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	elnet	0.327	0.025	0.309	0.309	0.344	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_41	lasso	0.321	0.005	0.318	0.324	0.318	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_41	rf	0.4	0.029	0.379	0.42	0.379	none	6	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_41	elnet	0.299	0.015	0.288	0.309	0.288	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	lasso	0.221	0.146	0.118	0.324	0.118	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	0.327	0.093	0.262	0.393	0.262	none	7	pbmc_cell_frequency+pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
